ruas,port,from1,to1,cost_link,kap
TERA-TERA,HundredGigE0/1/0/15,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/1/0/16,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/1/0/17,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/1/0/18,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/1/0/19,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/1/0/20,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/1/0/21,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/1/0/22,P*D1*BTC,P*D1*PGC,3000,100
TERA-TERA,HundredGigE0/1/0/23,P*D1*BTC,P*D1*PGC,3000,100
TERA-TERA,HundredGigE0/1/0/24,P*D1*BTC,P*D1*PUB,3000,100
TERA-TERA,HundredGigE0/1/0/25,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/1/0/26,P*D1*BTC,P*D1*PBR,3000,100
TERA-TERA,HundredGigE0/1/0/27,P*D1*BTC,P*D1*BKT,3201,100
TERA-TERA,HundredGigE0/1/0/28,P*D1*BTC,P*D1*TJK,3000,100
TERA-TERA,HundredGigE0/1/0/29,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/1/0/30,P*D1*BTC,P*D7*PTR,3305,100
TERA-TERA,HundredGigE0/10/0/12,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/10/0/13,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/10/0/14,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/10/0/15,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/10/0/16,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/10/0/17,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/10/0/18,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/10/0/19,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/10/0/20,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/10/0/21,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/10/0/24,P*D1*BTC,P*D1*PUB,3000,100
TERA-TERA,HundredGigE0/10/0/25,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/10/0/26,P*D1*BTC,P*D1*PBR,3000,100
TERA-TERA,HundredGigE0/10/0/27,P*D1*BTC,P*D6*PTK,65535,100
TERA-TERA,HundredGigE0/10/0/28,P*D1*BTC,P*D1*PGC,3000,100
TERA-TERA,HundredGigE0/10/0/29,P*D1*BTC,P*D7*PTR,3305,100
TERA-TERA,HundredGigE0/10/0/30,P*D1*BTC,P*D7*PTR,3305,100
TERA-TERA,HundredGigE0/11/0/12,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/11/0/13,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/11/0/14,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/11/0/15,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/11/0/16,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/11/0/17,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/11/0/18,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/11/0/19,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/11/0/20,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/11/0/21,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/11/0/24,P*D1*BTC,P*D1*PUB,3000,100
TERA-TERA,HundredGigE0/11/0/25,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/11/0/26,P*D1*BTC,P*D1*PBR,3000,100
TERA-TERA,HundredGigE0/11/0/27,P*D1*BTC,P*D1*BKT,3201,100
TERA-TERA,HundredGigE0/11/0/28,P*D1*BTC,P*D1*TJK,3000,100
TERA-TERA,HundredGigE0/11/0/29,P*D1*BTC,P*D7*PTR,3305,100
TERA-TERA,HundredGigE0/12/0/0,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/12/0/1,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/12/0/2,P*D1*BTC,P*D7*PTR,3305,100
TERA-TERA,HundredGigE0/12/0/20,P*D1*BTC,P*D1*PUB,3000,100
TERA-TERA,HundredGigE0/12/0/21,P*D1*BTC,P*D1*PUB,3000,100
TERA-TERA,HundredGigE0/12/0/23,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/12/0/24,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/12/0/26,P*D1*BTC,P*D6*BJM,3206,100
TERA-TERA,HundredGigE0/12/0/27,P*D1*BTC,P*D6*BJM,3206,100
TERA-TERA,HundredGigE0/12/0/3,P*D1*BTC,P*D7*PTR,3305,100
TERA-TERA,HundredGigE0/12/0/4,P*D1*BTC,P*D7*MDO,3000,100
TERA-TERA,HundredGigE0/12/0/6,P*D1*BTC,P*D6*PTK,65535,100
TERA-TERA,HundredGigE0/13/0/0,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/13/0/1,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/13/0/3,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/13/0/4,P*D1*BTC,P*D1*PBR,3000,100
TERA-TERA,HundredGigE0/13/0/5,P*D1*BTC,P*D6*PTK,65535,100
TERA-TERA,HundredGigE0/13/0/6,P*D1*BTC,P*D6*BJM,3206,100
TERA-TERA,HundredGigE0/13/0/7,P*D1*BTC,P*D6*BJM,3206,100
TERA-TERA,HundredGigE0/14/0/1,P*D1*BTC,P*D1*BNA,3000,100
TERA-TERA,HundredGigE0/14/0/2,P*D1*BTC,P*D6*BJM,3206,100
TERA-TERA,HundredGigE0/14/0/3,P*D1*BTC,P*D6*BJM,3206,100
TERA-TERA,HundredGigE0/14/0/4,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/14/0/5,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/14/0/6,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/14/0/7,P*D1*BTC,P*D6*BJM,3206,100
TERA-TERA,HundredGigE0/18/0/0,P*D1*BTC,P*D2*JT2,65535,100
TERA-TERA,HundredGigE0/18/0/1,P*D1*BTC,P*D2*JT2,65535,100
TERA-TERA,HundredGigE0/18/0/2,P*D1*BTC,P*D2*JT2,65535,100
TERA-TERA,HundredGigE0/18/0/3,P*D1*BTC,P*D2*JT2,65535,100
TERA-TERA,HundredGigE0/18/0/4,P*D1*BTC,P*D2*JT2,65535,100
TERA-TERA,HundredGigE0/18/0/5,P*D1*BTC,P*D2*JT2,65535,100
TERA-TERA,HundredGigE0/18/0/6,P*D1*BTC,P*D2*JT2,65535,100
TERA-TERA,HundredGigE0/18/0/7,P*D1*BTC,P*D2*JT2,65535,100
TERA-TERA,HundredGigE0/18/0/8,P*D1*BTC,P*D2*JT2,65535,100
TERA-TERA,HundredGigE0/18/0/9,P*D1*BTC,P*D2*JT2,65535,100
TERA-TERA,HundredGigE0/2/0/12,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/2/0/13,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/2/0/14,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/2/0/15,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/2/0/16,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/2/0/17,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/2/0/18,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/2/0/19,P*D1*BTC,P*D2*CKA,65535,100
TERA-TERA,HundredGigE0/2/0/20,P*D1*BTC,P*D6*BJM,3206,100
TERA-TERA,HundredGigE0/2/0/21,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/2/0/22,P*D1*BTC,P*D7*PTR,3305,100
TERA-TERA,HundredGigE0/2/0/24,P*D1*BTC,P*D7*MDO,3000,100
TERA-TERA,HundredGigE0/2/0/25,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/2/0/27,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/2/0/28,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/2/0/29,P*D1*BTC,P*D7*PTR,3305,100
TERA-TERA,HundredGigE0/3/0/10,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/3/0/11,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/3/0/12,P*D1*BTC,P*D2*JT2,65535,100
TERA-TERA,HundredGigE0/3/0/13,P*D1*BTC,P*D2*JT2,65535,100
TERA-TERA,HundredGigE0/3/0/14,P*D1*BTC,P*D1*BNA,3000,100
TERA-TERA,HundredGigE0/3/0/20,P*D1*BTC,P*D2*JT2,65535,100
TERA-TERA,HundredGigE0/3/0/4,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/3/0/5,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/3/0/6,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/3/0/7,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/3/0/8,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/3/0/9,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/4/0/0,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/4/0/1,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/4/0/10,P*D1*BTC,P*D6*BJM,3206,100
TERA-TERA,HundredGigE0/4/0/11,P*D1*BTC,P*D1*BNA,3000,100
TERA-TERA,HundredGigE0/4/0/16,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/4/0/17,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/4/0/18,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/4/0/19,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/4/0/2,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/4/0/20,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/4/0/3,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/4/0/4,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/4/0/5,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/4/0/6,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/4/0/7,P*D1*BTC,P**KBL,65535,100
TERA-TERA,HundredGigE0/4/0/8,P*D1*BTC,P*D6*BJM,3206,100
TERA-TERA,HundredGigE0/4/0/9,P*D1*BTC,P*D6*BJM,3206,100
TERA-TERA,HundredGigE0/8/0/14,P*D1*BTC,P*D1*PUB,3000,100
TERA-TERA,HundredGigE0/8/0/15,P*D1*BTC,P*D1*PUB,3000,100
TERA-TERA,HundredGigE0/8/0/16,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/8/0/17,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/8/0/18,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/8/0/19,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/8/0/20,P*D1*BTC,P*D1*BDS,,100
TERA-TERA,HundredGigE0/8/0/5,P*D1*BTC,P*D1*PGC,3000,100
TERA-TERA,HundredGigE0/8/0/6,P*D1*BTC,P*D1*TJK,3000,100
TERA-TERA,TenGigE0/19/0/0,P*D1*BTC,P*D1*PBR,3000,10
TERA-TERA,TenGigE0/19/0/1,P*D1*BTC,P*D1*PBR,3000,10
TERA-TERA,TenGigE0/19/0/2,P*D1*BTC,P*D1*PBR,3000,10
TERA-TERA,TenGigE0/19/0/3,P*D1*BTC,P*D1*PBR,3000,10
TERA-TERA,TenGigE0/19/0/7,P*D1*BTC,P*D7*MDO,3000,10
TERA-TERA,TenGigE0/19/0/8,P*D1*BTC,P*D7*MDO,3000,10
TERA-TERA,TenGigE0/19/0/9,P*D1*BTC,P*D7*MDO,3000,10
TERA-TERA,TenGigE0/9/0/0,P*D1*BTC,P*D1*PBR,3000,10
TERA-TERA,TenGigE0/9/0/1,P*D1*BTC,P*D1*PBR,3000,10
TERA-TERA,TenGigE0/9/0/10,P*D1*BTC,P*D7*MDO,3000,10
TERA-TERA,TenGigE0/9/0/13,P*D1*BTC,P*D6*SKK,65535,10
TERA-TERA,TenGigE0/9/0/2,P*D1*BTC,P*D1*PBR,3000,10
TERA-TERA,TenGigE0/9/0/3,P*D1*BTC,P*D1*PBR,3000,10
TERA-TERA,TenGigE0/9/0/7,P*D1*BTC,P*D7*MDO,3000,10
TERA-TERA,TenGigE0/9/0/8,P*D1*BTC,P*D7*MDO,3000,10
TERA-TERA,TenGigE0/9/0/9,P*D1*BTC,P*D7*MDO,3000,10
TERA-CGW,HundredGigE0/0/0/0,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/0/0/1,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/0/0/2,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/0/0/3,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/0/0/4,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/0/0/5,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/0/0/6,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/0/0/7,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/0/0/8,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/0/0/9,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/0/0/10,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/0/0/11,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/1/0/0,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/1/0/1,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/1/0/2,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/1/0/3,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/1/0/4,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/1/0/5,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/1/0/6,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/1/0/7,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/1/0/8,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/1/0/9,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/1/0/10,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/1/0/11,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/2/0/0,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/2/0/1,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/2/0/2,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/2/0/3,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/2/0/4,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/2/0/5,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/2/0/6,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/2/0/7,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/2/0/8,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/2/0/9,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/2/0/10,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/2/0/11,P*D1*BDS,TEL#_CGW2**BDS,,100
TERA-CGW,HundredGigE0/10/0/0,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/10/0/1,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/10/0/2,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/10/0/3,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/10/0/4,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/10/0/5,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/10/0/6,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/10/0/7,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/10/0/8,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/10/0/9,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/10/0/10,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/10/0/11,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/11/0/0,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/11/0/1,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/11/0/2,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/11/0/3,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/11/0/4,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/11/0/5,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/11/0/6,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/11/0/7,P*D1*BDS,TEL#_CGW2*.BDS,,100
TERA-CGW,HundredGigE0/11/0/8,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/11/0/9,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/11/0/10,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/12/0/0,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/12/0/3,P*D1*BDS,TEL#_CGW2**BDS,,100
TERA-CGW,HundredGigE0/12/0/4,P*D1*BDS,TEL#_CGW2**BDS,,100
TERA-CGW,HundredGigE0/12/0/5,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/12/0/6,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/12/0/7,P*D1*BDS,TEL#_CGW2**BDS,,100
TERA-CGW,HundredGigE0/12/0/8,P*D1*BDS,TEL#_CGW2**BDS,,100
TERA-CGW,HundredGigE0/12/0/9,P*D1*BDS,TEL#_CGW2**BDS,,100
TERA-CGW,HundredGigE0/12/0/10,P*D1*BDS,TEL#_CGW2**BDS,,100
TERA-CGW,HundredGigE0/12/0/11,P*D1*BDS,CGW*.BDS,,100
TERA-CGW,HundredGigE0/12/0/12,P*D1*BDS,CGW*.BDS,,100
TERA-CGW,HundredGigE0/12/0/13,P*D1*BDS,CGW*.BDS,,100
TERA-CGW,HundredGigE0/12/0/14,P*D1*BDS,CGW*.BDS,,100
TERA-CGW,HundredGigE0/12/0/16,P*D1*BDS,CGW*.BDS,,100
TERA-CGW,HundredGigE0/12/0/17,P*D1*BDS,CGW*.BDS,,100
TERA-CGW,HundredGigE0/12/0/18,P*D1*BDS,CGW*.BDS,,100
TERA-CGW,HundredGigE0/12/0/19,P*D1*BDS,CGW*.BDS,,100
TERA-CGW,HundredGigE0/12/0/20,P*D1*BDS,CGW*.BDS,,100
TERA-CGW,HundredGigE0/12/0/21,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/12/0/22,P*D1*BDS,TEL#_CGW2**BDS,,100
TERA-CGW,HundredGigE0/12/0/23,P*D1*BDS,CGW*.BDS,,100
TERA-CGW,HundredGigE0/12/0/24,P*D1*BDS,CGW*.BDS,,100
TERA-CGW,HundredGigE0/12/0/25,P*D1*BDS,CGW*.BDS,,100
TERA-CGW,HundredGigE0/13/0/7,P*D1*BDS,TEL#_CGW2**BDS,,100
TERA-CGW,HundredGigE0/18/0/0,P*D1*BDS,TEL#_CGW*.BDS,,100
TERA-CGW,HundredGigE0/18/0/2,P*D1*BDS,CGW*.BDS,,100
TERA-CGW,HundredGigE0/18/0/3,P*D1*BDS,CGW*.BDS,,100
TERA-CGW,HundredGigE0/18/0/4,P*D1*BDS,CGW*.BDS,,100
TERA-CGW,HundredGigE0/18/0/5,P*D1*BDS,CGW*.BDS,,100
TERA-CGW,HundredGigE0/18/0/6,P*D1*BDS,CGW*.BDS,,100
TERA-CGW,HundredGigE0/0/0/0,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/0/0/1,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/0/0/2,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/0/0/3,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/0/0/4,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/0/0/5,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/0/0/6,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/0/0/7,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/0/0/8,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/0/0/9,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/0/0/10,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/0/0/11,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/1/0/0,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/1/0/1,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/1/0/2,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/1/0/3,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/1/0/4,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/1/0/5,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/1/0/6,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/1/0/7,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/1/0/8,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/1/0/9,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/1/0/10,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/1/0/11,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/2/0/0,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/2/0/1,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/2/0/2,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/2/0/3,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/2/0/4,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/2/0/5,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/2/0/6,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/2/0/7,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/2/0/8,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/2/0/9,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/2/0/10,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/2/0/11,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/2/0/23,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/2/0/30,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/3/0/27,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/3/0/28,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/3/0/29,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/3/0/30,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/3/0/31,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/8/0/0,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/8/0/1,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/8/0/2,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/8/0/3,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/8/0/4,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/10/0/0,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/10/0/1,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/10/0/2,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/10/0/3,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/10/0/4,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/10/0/5,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/10/0/6,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/10/0/7,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/10/0/8,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/10/0/9,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/10/0/10,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/10/0/11,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/10/0/22,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/10/0/23,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/11/0/0,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/11/0/1,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/11/0/2,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/11/0/3,P*D1*BTC,CGW2*.BTC,,100
